text,text_clean
"punya saya sudah saya kuras tetep aja kalau di gas gk bisa jalan
malah injeksinya ikutan rusak 😭","['kuras', 'tetep', 'aja', 'gas', 'tidak', 'jalan', 'injeksi', 'ikut', 'rusak']"
motorku maticku Masi baru juga mogok😭😭,"['motor', 'maticku', 'mogok']"
banyak sepada mogok,"['sepada', 'mogok']"
"itu merusak mesin spd mtr , tolong tangkap orang yg mencampur etanol","['rusak', 'mesin', 'spd', 'mtr', 'tolong', 'tangkap', 'orang', 'campur', 'etanol']"
Hampir setiap SPBU di negeri konoha ini berulah,"['spbu', 'negeri', 'konoha', 'ulah']"
gara gara bensin speda brebet,"['gara', 'gara', 'bensin', 'speda', 'brebet']"
Mboh wes ruwet konoha,"['mboh', 'wes', 'ruwet', 'konoha']"
eeem alasan eceran mau di tutup jadi ini acaranya pemerintah👍👍biar gk ketauan😁😁cakeeep,"['eeem', 'alas', 'ecer', 'tutup', 'acara', 'pemerintahbiar', 'tidak', 'ketauancakeeep']"
woiii ga tauu prosedur sidakk kahh??? 🤣🤣,"['woiii', 'tidak', 'tauu', 'prosedur', 'sidakk', 'kahh']"
dan Yap gw kenak😑,"['ya', 'nak']"
bang bahas mbg collab ama prindavan,"['bang', 'bahas', 'mbg', 'collab', 'ama', 'prindavan']"
kok bisa sih rakyat masih sabar hadapi pejabat Indonesia? 🥰,"['rakyat', 'sabar', 'hadap', 'jabat', 'indonesia']"
jir sama BG mtr gua brebet,"['jir', 'bg', 'mtr', 'gua', 'brebet']"
"ini yang dulu bilang politik g ngaruh sama kehidupan sehari-hari ngumpet dimana😕liat nih kebijakan org"" dolok yg dikasih jabatan","['bilang', 'politik', 'tidak', 'ngaruh', 'hidup', 'seharihari', 'ngumpet', 'dimanaliat', 'bijak', 'org', 'dolok', 'kasih', 'jabat']"
shell aman ta rek?,"['shell', 'aman', 'ta', 'rek']"
"Podo woi Scoopy anyar kaet jpuk di isi pertalite brebet""😭tpi mboh lek Pertamax","['podo', 'woi', 'scoopy', 'anyar', 'kaet', 'jpuk', 'isi', 'pertalite', 'brebettpi', 'mboh', 'lek', 'pertamax']"
habis brp rek ke bengkel bongkar gituu,"['habis', 'brp', 'rek', 'bengkel', 'bongkar', 'gituu']"
guys kalo pakai pertamax masih aman kah??,"['guys', 'pakai', 'pertamax', 'aman', 'kah']"
periksa pom bensin nya,"['periksa', 'pom', 'bensin']"
Pertamax gini juga ga yaa,"['pertamax', 'gin', 'tidak', 'yaa']"
bang bahas museum yg kemalingan,"['bang', 'bahas', 'museum', 'maling']"
coba bahas king EVOS is backkkkkk,"['coba', 'bahas', 'king', 'evos', 'is', 'backkkkkk']"
when dunia full of korupsi,"['when', 'dunia', 'full', 'of', 'korupsi']"
"begitulah indo udah serba mahal,tapi kualitas beda jauh banget bagai langit dan bumi","['indo', 'serba', 'mahaltapi', 'kualitas', 'beda', 'banget', 'langit', 'bumi']"
kalian yg mempunyai bengkel berterimakasih lah ke bapak bahlil,"['bengkel', 'berterimakasih', 'bahlil']"
"motorku jg brebet tapi langsung aku sedot pertalite nya isi pertamax alhamdulillah aman, tapi tetep aja bahlil b nya?🥰","['motor', 'brebet', 'langsung', 'sedot', 'pertalite', 'isi', 'pertamax', 'alhamdulillah', 'aman', 'tetep', 'aja', 'bahlil', 'b']"
"gak tau nakal works apa enggak, gue cuma kepikiran aja kalau misalnya isi fulltank dulu terus bawa balik, kuras lagi bensinnya, simpen di ember, diendapin dulu biar kepisah bensin sama bahan oplosannya, habis itu pindahin lg bensinnya yg ada di atas kedalam dalam tangki. 🤔","['tidak', 'nakal', 'works', 'enggak', 'pikir', 'aja', 'isi', 'fulltank', 'bawa', 'kuras', 'bensin', 'simpen', 'ember', 'diendapin', 'pisah', 'bensin', 'bahan', 'oplos', 'habis', 'pindahin', 'lg', 'bensin', 'dalam', 'tangki']"
kang bengkel🤑,"['kang', 'bengkel']"
"motor hasil utang, masih baru, eh baru aja rusak gara"" isi pertalite😐🗿","['motor', 'hasil', 'utang', 'eh', 'aja', 'rusak', 'gara', 'isi', 'pertalite']"
bersabar ye saudar2 ku di indo.. salam dari Malaysian 😁,"['sabar', 'ye', 'saudar', 'ku', 'indo', 'salam', 'malaysian']"
saham bengkel 📈📈📈📈,"['saham', 'bengkel']"
hati² jendral🗿🗿🗿,"['hati', 'jendral']"
pantesan motor bapak gw suka mati dijalan🗿,"['pantesan', 'motor', 'suka', 'mati', 'jalan']"
aduh kakak kelas ku lagi pkl... apakah dia sibuk?,"['aduh', 'kakak', 'kelas', 'ku', 'pkl', 'sibuk']"
tukang bengkel laris manis😅,"['tukang', 'bengkel', 'laris', 'manis']"
pertamina sby mana nih 🤭,"['pertamina', 'sby']"
aku scoppy sedari beli pertamax trs🥰,"['scoppy', 'dar', 'beli', 'pertamax', 'trs']"
podoo mbak beat street ku yo kenek. jancok i bahlil,"['podoo', 'mbak', 'beat', 'street', 'ku', 'yo', 'kenek', 'jancok', 'i', 'bahlil']"
"aku yo dadi gaisok pp, beatku tiba"" gabisa nyala😭","['yo', 'dadi', 'gaisok', 'pp', 'beatku', 'gabisa', 'nyala']"
piye..mosok iseh Arep mileh Bahlil dan partaine maneh.,"['piyemosok', 'iseh', 'arep', 'mileh', 'bahlil', 'partaine', 'maneh']"
Erin mesti spek pembalap iso nyurong soale step motor😭🤣,"['erin', 'mesti', 'spek', 'balap', 'iso', 'nyurong', 'soale', 'step', 'motor']"
podo mbk motor q brebet 2 hari ini,"['podo', 'mbk', 'motor', 'brebet']"
"terus maksute e opo Pertamina ,terus lak koyok ngene seng gae susah opo n kok g onok tindakan opo2 rasane adem ayem ae
enak seng Pertamina tetep kipas2 duit lha kita2 ini terus2 susah","['maksute', 'e', 'opo', 'pertamina', 'lak', 'koyok', 'ngene', 'seng', 'gae', 'susah', 'opo', 'n', 'tidak', 'onok', 'tindak', 'opo', 'rasane', 'adem', 'ayem', 'ae', 'enak', 'seng', 'pertamina', 'tetep', 'kipas', 'duit', 'lha', 'susah']"
Motor q juga baru keluar bengkel kak🥺🥺🥺,"['motor', 'bengkel', 'kak']"
cara memisahkan etanol dari pertalite,"['pisah', 'etanol', 'pertalite']"
"wah mbak, isi turbo dulu aj mbak.
punya saya beat 2024, pake pertalite gak enak, pakai pertamax masih gak enak. pakai turbo baru enak mbak","['mbak', 'isi', 'turbo', 'aj', 'mbak', 'beat', 'pake', 'pertalite', 'tidak', 'enak', 'pakai', 'pertamax', 'tidak', 'enak', 'pakai', 'turbo', 'enak', 'mbak']"
wees mbuh pertamina....katanya rugi terus tapi kita tuku bayar cash...malah pordak eee dioplos wesss mbuh negoro iki....pak prabowo piye mentrine iki esdm,"['wees', 'mbuh', 'pertaminakatanya', 'rugi', 'tuku', 'bayar', 'cashmalah', 'pordak', 'eee', 'oplos', 'wesss', 'mbuh', 'negoro', 'ikipak', 'prabowo', 'piye', 'mentrine', 'iki', 'esdm']"
ingat kata manusia klereng. minta pertanggung jawaban ke Pertamina kak🗿,"['manusia', 'klereng', 'tanggung', 'pertamina', 'kak']"
"Duhh akuu gaene pom mobil tapi aman"" sehh semoga aman sak terusa","['duhh', 'akuu', 'gaene', 'pom', 'mobil', 'aman', 'sehh', 'moga', 'aman', 'sak', 'rusa']"
mba podo wes 2 dino mslhe gae budal moleh kerjo😭,"['mba', 'podo', 'wes', 'dino', 'mslhe', 'gae', 'budal', 'moleh', 'kerjo']"
saatnya shell memperbanyak cabang😭,"['shell', 'banyak', 'cabang']"
"lebih baik beli seblak .
dari pada ganti oli .
😂😂😂 OPO sehh","['beli', 'seblak', 'ganti', 'oli', 'opo', 'sehh']"
sepeda e ayah ku yo gawe pertamax tapi tetep macet😂,"['sepeda', 'e', 'ayah', 'ku', 'yo', 'gawe', 'pertamax', 'tetep', 'macet']"
Monggo pihak terkait terutama Pertamina untuk menanggapi keluhan masyarakat terkait pertalite ....,"['monggo', 'kait', 'pertamina', 'tanggap', 'keluh', 'masyarakat', 'kait', 'pertalite']"
mending shell aja,"['mending', 'shell', 'aja']"
"Fazzio ku juga kebetulan diisi pertalite sama ibuk kemarin.. malah brebet bet😭😭😭, duhkah 😭","['fazzio', 'ku', 'isi', 'pertalite', 'ibuk', 'kemarin', 'brebet', 'bet', 'duh']"
"aku Iyo mbak moleh kerjo tuku pertalite lah kok brebet bsk e moleh kerjo tak tukuno Pertamax astaghfirullah tambah mati gaiso dstater gaes, nuntun teko pom tekan omah adoh kesel moleh kerjo. 2 hari Iki aku gojek Karo ngebis trus kerjo e , sepeda motor melbu bengkel jare rusak busi e smpek an","['iyo', 'mbak', 'moleh', 'kerjo', 'tuku', 'pertalite', 'brebet', 'besok', 'e', 'moleh', 'kerjo', 'tukuno', 'pertamax', 'astaghfirullah', 'mati', 'gaiso', 'dstater', 'gaes', 'nuntun', 'teko', 'pom', 'tekan', 'omah', 'adoh', 'kesel', 'moleh', 'kerjo', 'iki', 'gojek', 'karo', 'ngebis', 'trus', 'kerjo', 'e', 'sepeda', 'motor', 'melbu', 'bengkel', 'jare', 'rusak', 'busi', 'e', 'smpek', 'an']"
"Scoopy q Yo dadi korbane pertalite, ngisi pertalite 20rb kenek servis 200rb","['scoopy', 'yo', 'dadi', 'korbane', 'pertalite', 'ngisi', 'pertalite', 'rb', 'kenek', 'servis', 'rb']"
Samaa kak motorku juga hbs di isi pertalite brebet² trs akhirnya ganti ke Pertamax membaik huhu😭,"['samaa', 'kak', 'motor', 'hbs', 'isi', 'pertalite', 'brebet', 'trs', 'ganti', 'pertamax', 'baik', 'huhu']"
"untung di deket rumahku pom MOBIL masih beroprasi, jd gk ke pertmn 😭","['untung', 'deket', 'rumah', 'pom', 'mobil', 'beroprasi', 'tidak', 'pertmn']"
nek aq gawe pertamax yo gak cocok polane sepeda q bertenaga karbu tak setel yo enak,"['nek', 'gawe', 'pertamax', 'yo', 'tidak', 'cocok', 'polane', 'sepeda', 'tenaga', 'karbu', 'setel', 'yo', 'enak']"
Betull sama bgtt beatbstreet 2025 yo mbrebet,"['betull', 'bgtt', 'beatbstreet', 'yo', 'mbrebet']"
"Drpd Pertamina gaji komisaris miliaran gk ada guna, lbhbaik buat ganti perbaikan motor yg rusak ini krn bbm nya","['drpd', 'pertamina', 'gaji', 'komisaris', 'miliar', 'tidak', 'lbhbaik', 'ganti', 'baik', 'motor', 'rusak', 'krn', 'bbm']"
tangki ku berkarat gtu kenapa ya😭masak bensin nya atau kemasukan air ya,"['tangki', 'ku', 'karat', 'gtu', 'yamasak', 'bensin', 'masuk', 'air', 'ya']"
BAHLIL B NYA APAA?,"['bahlil', 'b', 'apaa']"
pantesan motor baru sekarang tidak bisa bertahan lama dan cepat rusak rupanya ini penyebabnya,"['pantesan', 'motor', 'tidak', 'tahan', 'cepat', 'rusak', 'sebab']"
pasuruan brebet jga pak😭,"['pasuruan', 'brebet']"
Bahlil lihat tuh bikin tambah susah rakyat Paham g,"['bahlil', 'lihat', 'tuh', 'susah', 'rakyat', 'paham', 'tidak']"
banyak sekarang solar campur air.. mobil teman kena juga,"['solar', 'campur', 'air', 'mobil', 'teman', 'kena']"
bapak prabowo masih tidur kalau udah viral baru bangun...,"['prabowo', 'tidur', 'viral', 'bangun']"
pantesan motor masyarakat banyak yang rusak,"['pantesan', 'motor', 'masyarakat', 'rusak']"
copot mentrinya anakku jg mogok motornya😭😭😭,"['copot', 'tri', 'anak', 'mogok', 'motor']"
pantas aja motor rusak bagian injesi trusd,"['aja', 'motor', 'rusak', 'injesi', 'trusd']"
"Itu masih mending,kadang airnya dicampur pewarna","['mendingkadang', 'air', 'campur', 'warna']"
tp kata gus iqdam Bahlil itu orang baik 🗿,"['gus', 'iqdam', 'bahlil', 'orang']"
"motorku kemarin brebet, habis itu tangkinya dibersihin sama tukang bengkelnya, sekarang aman aja ☺","['motor', 'kemarin', 'brebet', 'habis', 'tangki', 'dibersihin', 'tukang', 'bengkel', 'aman', 'aja']"
pertalit bikin motor brebet sekarang,"['pertalit', 'motor', 'brebet']"
"udh byk korban, gaknusah ngelak lg","['byk', 'korban', 'gaknusah', 'ngelak', 'lg']"
pantas motor banyak yg rusak bengkel pada banjir rizki,"['motor', 'rusak', 'bengkel', 'banjir', 'rizki']"
di wilayah Tuban Bojonegoro lamongn sama pak..bnyk sepdh motor PD rusak bekebet HBS di isi bensin,"['wilayah', 'tuban', 'bojonegoro', 'lamongn', 'pakbnyk', 'sepdh', 'motor', 'pd', 'rusak', 'bekebet', 'hbs', 'isi', 'bensin']"
Pertamax malah antri sekarang,"['pertamax', 'antri']"
beneran di daerah Gresik sudah banyak motor yg brebet atau mogok setelah isi pertalite,"['beneran', 'daerah', 'gresik', 'motor', 'brebet', 'mogok', 'isi', 'pertalite']"
gara2 pertalit sepeda saya juga brebet pak,"['gara', 'pertalit', 'sepeda', 'brebet']"
gak ditindak tegas ya jd berulang trs kejadian spt ini. tugas intelejen itu ngapain aja sih ya?😅,"['tidak', 'tindak', 'ya', 'ulang', 'trs', 'jadi', 'spt', 'tugas', 'intelejen', 'ngapain', 'aja', 'ya']"
"pantesan motor saya hbs d servis lancar trs lanjut stlh 4 hr isi bensin di eceran masih aman, lnjut lg 4 hr berikutnya isi d pom jd brebet2 😭","['pantesan', 'motor', 'hbs', 'servis', 'lancar', 'trs', 'stlh', 'hr', 'isi', 'bensin', 'ecer', 'aman', 'lnjut', 'lg', 'hr', 'isi', 'pom', 'brebet']"
tetep yg jadi korban rakyat kecil....kasihan yg jdi korban.apa gk takut kualat yach?? 🙈🤦‍♀,"['tetep', 'korban', 'rakyat', 'kecilkasihan', 'korbanapa', 'tidak', 'takut', 'kualat', 'yach']"
Pertamina jauh banget tertinggal dari petronas 😌,"['pertamina', 'banget', 'tinggal', 'petronas']"
etanol kah campurannya,"['etanol', 'kah', 'campur']"
copot aja tuh si bahlil nyusahin kita.. rusak woy mobill,"['copot', 'aja', 'tuh', 'si', 'bahlil', 'nyusahin', 'rusak', 'woy', 'mobill']"
bener banget pak spdaku langsung mati,"['bener', 'banget', 'spdaku', 'langsung', 'mati']"
sama yg ada Mayjend sungkono o,"['mayjend', 'sungkono', 'o']"
kereta ku mogok karena dicampur etanol,"['kereta', 'ku', 'mogok', 'campur', 'etanol']"
motor brebet anjj di kasih etanol,"['motor', 'brebet', 'anjj', 'kasih', 'etanol']"
"bahenol, bahlil etanol","['bahenol', 'bahlil', 'etanol']"
"etanol boleh, kita boleh belajar dengan barat, tapi harus bisa terurai dengan premium, kalo pisah gini bosa jadi masalah serus🥲","['etanol', 'ajar', 'barat', 'urai', 'premium', 'pisah', 'gin', 'bosa', 'serus']"
itulah kecurangan Pertamina,"['curang', 'pertamina']"
plesss cepet tindak lanjutkan pertamina sampe” sepeda ku rusak i benerin nya jg ga murah dan kasihan juga para ojek online atau bentor(becak montor )dan para pemilik motor yang harus benerin sepeda nya karna ulah kalian iya kalo mereka punya uang buat benerin kalo ngga sepeda itu penting buat kami yg tidak memiliki kendaraan lain kecuali montor apalagi seperti ojek online mereka mencari nafkah dan pekerja” yang mau berangkat kerjaa juga kasihan banya di pinggir jalan yg sepeda nya brebet ini sudah sangat sangat fatall segera di usut!!!,"['plesss', 'cepet', 'tindak', 'lanjut', 'pertamina', 'sampe', 'sepeda', 'ku', 'rusak', 'i', 'benerin', 'tidak', 'murah', 'kasihan', 'ojek', 'online', 'bentorbecak', 'montor', 'milik', 'motor', 'benerin', 'sepeda', 'karna', 'ulah', 'iya', 'uang', 'benerin', 'tidak', 'sepeda', 'tidak', 'milik', 'kendara', 'kecuali', 'montor', 'ojek', 'online', 'cari', 'nafkah', 'kerja', 'berangkat', 'kerjaa', 'kasihan', 'banya', 'pinggir', 'jalan', 'sepeda', 'brebet', 'fatall', 'usut']"
Gara” Si Bahlil Motor Gua Brebet,"['gara', 'si', 'bahlil', 'motor', 'gua', 'brebet']"
"aku pertamax gpp iki, lek pertalite ancen iyo tak bener no tapi lek pertamax gag iki","['pertamax', 'tidak', 'iki', 'lek', 'pertalite', 'ancen', 'iyo', 'bener', 'no', 'lek', 'pertamax', 'gag', 'iki']"
"pengalamanku Semarang.
beat street 2024.
2 minggu ini brebet KLo gas kecil pas jln macet ndut²an. KLo gas gede aman.
boros 2l=56km jemput anak.","['alam', 'semarang', 'beat', 'street', 'minggu', 'brebet', 'gas', 'pas', 'jln', 'macet', 'ndut an', 'gas', 'gede', 'aman', 'boros', 'lkm', 'jemput', 'anak']"
lha seng gk dioplos Iki opo terusan reekkk??? pertalite Pertamax Podo ae,"['lha', 'seng', 'tidak', 'oplos', 'iki', 'opo', 'terus', 'reekkk', 'pertalite', 'pertamax', 'podo', 'ae']"
"yg dorong dari kanan kakak
kaki kiri dorong ujung knalpot","['dorong', 'kanan', 'kakak', 'kaki', 'kiri', 'dorong', 'ujung', 'knalpot']"
keren banget temennya bs kayak gt 😭😭😭😭👍👍👍👍 pertahankan pertemanan kalian,"['keren', 'banget', 'temennya', 'kayak', 'gt', 'tahan', 'teman']"
jadi ini harus Alhamdulillah atau astaghfirullah 🗿🗿,"['alhamdulillah', 'astaghfirullah']"
GUWA KORBANNYA,"['guwa', 'korban']"
rejeki kang bengkel,"['rejeki', 'kang', 'bengkel']"
bang bahas Atlas 3i yang katanya kapal lord boros 🤝 🗿,"['bang', 'bahas', 'atlas', 'i', 'kapal', 'lord', 'boros']"
"katanya, kalau mengalami kendala tersebut. Pertamina akan tanggung jawab, sumber dari pak Bahlil 🗿. Ntah itu jga valid apa ngga, seliweran di tiktok.","['alami', 'kendala', 'pertamina', 'tanggung', 'sumber', 'bahlil', 'ntah', 'valid', 'ngga', 'seliwer', 'tiktok']"
tukang bengkel tersenyum iki langsung rame🤣,"['tukang', 'bengkel', 'senyum', 'iki', 'langsung', 'rame']"
"kata Bahlil di ganti Motor yg rusak yuk
kita Tagih karna yg gitu gak satu dua Gaas","['bahlil', 'ganti', 'motor', 'rusak', 'yuk', 'tagih', 'karna', 'gitu', 'tidak', 'gaas']"
Pertamina kiro kiro iso di klaim kerusakan terhadap customer sak endonesa ta gak yooo?😂,"['pertamina', 'kiro', 'kiro', 'iso', 'klaim', 'rusa', 'customer', 'sak', 'endonesa', 'ta', 'tidak', 'yooo']"
aku pake astrea juga ihhhh😭😭😭,"['pake', 'astrea', 'ihhhh']"
"berdampak hanya pada motor matic yg full injection, kalau yg karbu aman","['dampak', 'motor', 'matic', 'full', 'injection', 'karbu', 'aman']"
"sing neng kabupaten piye iki, enek e muk pertamina😭😩","['sing', 'neng', 'kabupaten', 'piye', 'iki', 'enek', 'e', 'muk', 'pertamina']"
Pertamax neng varioku ngeden jir🤣,"['pertamax', 'neng', 'varioku', 'ngeden', 'jir']"
tag bahlill rekkk,"['tag', 'bahlill', 'rekkk']"
"kakk sadar ndak pasti pertalit nasibnya kayk premium, jdi bisa aja diilangkan loh agar kita pake pertamx semua, klo ndk gt pertmax nntik di opls sma pertalitr kak (dengan nada dering)","['kakk', 'sadar', 'tidak', 'pertalit', 'nasib', 'kayk', 'premium', 'aja', 'diilangkan', 'loh', 'pake', 'pertamx', 'ndk', 'gt', 'pertmax', 'nntik', 'opls', 'sma', 'pertalitr', 'kak', 'nada', 'dering']"
Samaaa mbkk sampe ganti filter bensin sama sensor gas ttp macet”,"['samaaa', 'mbkk', 'sampe', 'ganti', 'filter', 'bensin', 'sensor', 'gas', 'ttp', 'macet']"
"mbak kalau beli yg di SPBU Coco dengan kode depannya 51 , itu kalau pembelian disana ada case seperti ini nnti bisa di bantu bawa ke bengkel mbk . bawa bukti pembayaran/pembelinya biar bisa di claim.","['mbak', 'beli', 'spbu', 'coco', 'kode', 'depan', 'beli', 'sana', 'case', 'nnti', 'bantu', 'bawa', 'bengkel', 'mbk', 'bawa', 'bukti', 'pembayaranpembelinya', 'claim']"
pedahku Suzuki nex selalu aq isi pertamax Alhamdulillah sek aman cuman tarikan kek berat gitu skr ga kek pertamax jaman dulu,"['dah', 'suzuki', 'nex', 'isi', 'pertamax', 'alhamdulillah', 'sek', 'aman', 'cuman', 'tari', 'kek', 'berat', 'gitu', 'skr', 'tidak', 'kek', 'pertamax', 'jaman']"
iyo pek motorku yo brebettt anjerrrr ngisi ng pom darjo pdhal,"['iyo', 'pek', 'motor', 'yo', 'brebettt', 'anjerrrr', 'ngisi', 'ng', 'pom', 'darjo', 'pdhal']"
IHH MOTORKU JUGA BREBETT TAUUUU😭,"['ihh', 'motor', 'brebett', 'tauuuu']"
"kakk sama di motorku beat, ceritanya kmrin sblm dipinjem orang bensinku full tak beliin pertalite mesinnya enak klo di gas, pas dipinjem sm bapak² buat ke rs dibeliin full sm dia lah kok mesinnya tak pake kyk berat bgt dan mogok😭","['kakk', 'motor', 'beat', 'cerita', 'kmrin', 'sblm', 'dipinjem', 'orang', 'bensin', 'full', 'beliin', 'pertalite', 'mesin', 'enak', 'gas', 'pas', 'dipinjem', 'sm', 'bapak', 'rs', 'dibeliin', 'full', 'sm', 'mesin', 'pake', 'kyk', 'berat', 'mogok']"
Surabaya byk pilihan pom bensin swasta kak. Aku yg di daerah lbh milih ngisi di mobil indostation krn yg swasta adanya itu. Udh gk percaya sm pertamina 😊,"['surabaya', 'byk', 'pilih', 'pom', 'bensin', 'swasta', 'kak', 'daerah', 'lbh', 'milih', 'ngisi', 'mobil', 'indostation', 'krn', 'swasta', 'tidak', 'percaya', 'sm', 'pertamina']"
pertamax jg kena,"['pertamax', 'kena']"
Pertamax jg sama aja bang,"['pertamax', 'aja', 'bang']"
"Motor beat aku jga kenak, capek bolak balek ke bengkel bagus sebentar tu brevet lagi😭","['motor', 'beat', 'nak', 'capek', 'bolak', 'balek', 'bengkel', 'bagus', 'sebentar', 'tu', 'brevet']"
saham bengkel full margin🤩🤩🤩📈📈📈💸💸💸💸,"['saham', 'bengkel', 'full', 'margin']"
iya motor ku d gas senin jalannya kamis😭,"['iya', 'motor', 'ku', 'gas', 'senin', 'jalan', 'kamis']"
di samarinda sudah,['samarinda']
ya allah motorku udah mau kena kayaknya 🗿,"['ya', 'allah', 'motor', 'kena', 'kayak']"
sama barusan aku ngalamin 😭😭,"['barusan', 'ngalamin']"
"tar w mw isi bensin dr luar az, klo udh ada sekarang pake motor listrik dlu az","['tar', 'isi', 'bensin', 'az', 'pake', 'motor', 'listrik', 'dlu', 'az']"
Motor kuuu isi pertamax juga gituu😫,"['motor', 'kuuu', 'isi', 'pertamax', 'gituu']"
info klok ga di Pertamina dimna lagi jual bensin,"['info', 'klok', 'tidak', 'pertamina', 'dimna', 'jual', 'bensin']"
Aku juga brebet di kalsel banyak juga bukan aku aja,"['brebet', 'kalsel', 'bukan', 'aja']"
"yang saya heran kenapa kejadian seperti ini ada di jawa saja,kita tingal di pelosok jarang kejadian seperti ini,","['heran', 'jadi', 'jawa', 'sajakita', 'tingal', 'pelosok', 'jarang', 'jadi']"
seneng yang punya bengkel 😂,"['neng', 'bengkel']"
Gw jg gt anj emng,"['gt', 'anj', 'emng']"
Banjarmasin juga oy,"['banjarmasin', 'oy']"
"saya sudah d batas ke bengkel 3x dan lapor SPBU tp SPBU-nya ada aja sanggahan nya. kl bilang mesin bermasalah masak iyaa barengan jama'ah gini,, hadehhh .. meskipun SPBU bilangnya udah di sidak dan mereka aman, tp loo buktiinya ancuurrr","['batas', 'bengkel', 'x', 'lapor', 'spbu', 'spbunya', 'aja', 'sanggah', 'kl', 'bilang', 'mesin', 'masalah', 'masak', 'iya', 'bareng', 'jamaah', 'gin', 'hadehhh', 'spbu', 'bilang', 'sidak', 'aman', 'loo', 'bukti', 'ancuurrr']"
Minta ganti rugiii 😭,"['ganti', 'rugiii']"
"BKN cuma pertalite, motor ku HBS di isi Pertamax langsung brebet mogok","['bkn', 'pertalite', 'motor', 'ku', 'hbs', 'isi', 'pertamax', 'langsung', 'brebet', 'mogok']"
gw isi pertamax mogok kena busi ama rotak ganti,"['isi', 'pertamax', 'mogok', 'kena', 'busi', 'ama', 'rotak', 'ganti']"
korban 3 motor,"['korban', 'motor']"
Di kalimantan juga kak😭😭,"['kalimantan', 'kak']"
aku kena bangg,"['kena', 'bangg']"
"Motorku juga kak, padahal di jateng. Astaga dzalim sekali ni pemerintah","['motor', 'kak', 'jateng', 'astaga', 'dzalim', 'ni', 'perintah']"
waduh aq setiap hari isi bbm di jln rajawali mangknya motor ku sering mogok anjirrr,"['isi', 'bbm', 'jln', 'rajawali', 'mangknya', 'motor', 'ku', 'mogok', 'anjirrr']"
"bene cirebon juga gtu kek nya,, gue abis isi bensin brebet","['bene', 'cirebon', 'gtu', 'kek', 'abis', 'isi', 'bensin', 'brebet']"
yang penting gw untung 🤫🤫,['untung']
wes meraja lela. mogok pedahku,"['wes', 'raja', 'lela', 'mogok', 'dah']"
cuur pantesan beat ku berbet ga mari2,"['cuur', 'pantesan', 'beat', 'ku', 'bet', 'tidak', 'mari']"
pantes sering mogok motor gue asuuuh pertamina goblok 🤬😡😡,"['pantes', 'mogok', 'motor', 'asuuuh', 'pertamina', 'goblok']"
"motorku juga sering tiba""pas di gas kyak mau mati","['motor', 'tibapas', 'gas', 'kyak', 'mati']"
Bahlil makin ganteng aja,"['bahlil', 'ganteng', 'aja']"
AQ juga beli Pertamax di pom perak juga gitu pak ada airnya,"['beli', 'pertamax', 'pom', 'perak', 'gitu', 'air']"
bahlull...bahlull🤣,['bahlullbahlull']
DIREMBANG juga udah dioplos pak banyak kendaraan yang bobrok,"['rembang', 'oplos', 'kendara', 'bobrok']"
"oo baru nyadar, brrti selama ini beli bensin dipom besar tidak boleh menggunakan botol ternyata takut ketauan 🤭","['oo', 'nyadar', 'brrti', 'beli', 'bensin', 'dipom', 'tidak', 'botol', 'takut', 'tau']"
kenya hampir merata. motor jadi berebett.,"['kenya', 'rata', 'motor', 'berebett']"
bukti sudah ada masih ngelak aja itu org Pertamina !,"['bukti', 'ngelak', 'aja', 'orang', 'pertamina']"
Motor ku ngadet2 klw jalan,"['motor', 'ku', 'ngadet', 'jalan']"
ini gada pertanggungjawabann kahhh atas motor yang brebet atau ada yang katanya sampe turun mesinn? minimal dri spbu dalam waktu tertentu turun harga kek atau gimana gitu sebagai bentuk ganti rugii,"['gada', 'pertanggungjawabann', 'kahhh', 'motor', 'brebet', 'sampe', 'turun', 'mesinn', 'minimal', 'dri', 'spbu', 'turun', 'harga', 'kek', 'gimana', 'gitu', 'bentuk', 'ganti', 'rugi']"
gawe brebet,"['gawe', 'brebet']"
mending beli shell 🙏,"['mending', 'beli', 'shell']"
"pemerintah
nyenengin rakyat ×
nyusahin rakyat √","['perintah', 'nyenengin', 'rakyat', 'nyusahin', 'rakyat']"
tangkap bahlul,"['tangkap', 'bahlul']"
Ini smua permainan orang atas agar pertamax lakuu kerass,"['smua', 'main', 'orang', 'pertamax', 'lakuu', 'kerass']"
Pasuruan. Cek😭,"['pasuruan', 'cek']"
cung yg karbu nya bocor gegara etanol,"['cung', 'karbu', 'bocor', 'gegara', 'etanol']"
"Mau Pindah Ke Shell, Tapi Shell Di Medan Udah Ditutup Semua🙃","['pindah', 'shell', 'shell', 'medan', 'tutup']"
pedahku brebett cuokkk,"['dah', 'brebett', 'cuokkk']"
cokkk gara gara bahel pedah mogok cokkkk,"['cokkk', 'gara', 'gara', 'bahel', 'dah', 'mogok', 'cokkkk']"
makanya GK boleh beli pake jerigen biar GK ketahuan kelakuannyaa👍,"['tidak', 'beli', 'pake', 'jerigen', 'tidak', 'tahu', 'kelakuannyaa']"
plis demo ke pertamina saja. karyawan spbu hanya menjalankan tugas kerja.,"['plis', 'demo', 'pertamina', 'karyawan', 'spbu', 'jalan', 'tugas', 'kerja']"
Pasuruan mengeluh di bensin sepeda brebet....,"['pasuruan', 'keluh', 'bensin', 'sepeda', 'brebet']"
